Year,Month,Day,Date,WaterTempF.AM,WaterTempC.AM,WaterTempF.PM,WaterTempC.PM,LowAirTempF,HighAirTempF,LowAirTempC,HighAirTempC,Notes,Photoperiod,DOY,iceyear,MeanWaterTemp,MeanAirTemp,temp.iced,AboveFreezing,threeweektemp,threeweekwarm,fromThaw,cumAboveFreezing,day1temp,PredWaterTemp
2016,Sep,12,9/12/2016,66,18.89,70,21.11,52,75,11.1,23.9,NA,12.73261542,256,2017,20,17.5,Open,17.5,376.45,376.45,0,1458.15,1.665,20
2016,Sep,13,9/13/2016,67,19.44,68,20,56,70,13.3,21.1,NA,12.67912899,257,2017,19.72,17.2,Open,17.2,372.25,372.25,0,1475.35,1.665,19.72
2016,Sep,14,9/14/2016,64,17.78,68,20,47,66,8.3,18.9,NA,12.62557373,258,2017,18.89,13.6,Open,13.6,365.6,365.6,0,1488.95,1.665,18.89
2016,Sep,15,9/15/2016,64,17.78,68,20,46,71,7.8,21.7,NA,12.57195553,259,2017,18.89,14.75,Open,14.75,361.2,361.2,0,1503.7,1.665,18.89
2016,Sep,16,9/16/2016,66,18.89,68,20,57,70,13.9,21.1,NA,12.51828015,260,2017,19.445,17.5,Open,17.5,362.85,362.85,0,1521.2,1.665,19.445
2016,Sep,17,9/17/2016,63,17.22,67,19.44,58,67,14.4,19.4,NA,12.46455329,261,2017,18.33,16.9,Open,16.9,362.8,362.8,0,1538.1,1.665,18.33
2016,Sep,18,9/18/2016,65,18.33,67,19.44,53,72,11.7,22.2,NA,12.41078056,262,2017,18.885,16.95,Open,16.95,360.3,360.3,0,1555.05,1.665,18.885
2016,Sep,19,9/19/2016,68,20,67,19.44,60,70,15.6,21.1,NA,12.3569675,263,2017,19.72,18.35,Open,18.35,358.95,358.95,0,1573.4,1.665,19.72
2016,Sep,20,9/20/2016,64,17.78,67,19.44,49,67,9.4,19.4,NA,12.30311961,264,2017,18.61,14.4,Open,14.4,352.8,352.8,0,1587.8,1.665,18.61
2016,Sep,21,9/21/2016,64,17.78,67,19.44,52,70,11.1,21.1,NA,12.24924237,265,2017,18.61,16.1,Open,16.1,352.2,352.2,0,1603.9,1.665,18.61
2016,Sep,22,9/22/2016,64,17.78,67,19.44,56,68,13.3,20,NA,12.19534123,266,2017,18.61,16.65,Open,16.65,353.55,353.55,0,1620.55,1.665,18.61
2016,Sep,23,9/23/2016,63,17.22,66,18.89,50,65,10,18.3,NA,12.14142163,267,2017,18.055,14.15,Open,14.15,353.8,353.8,0,1634.7,1.665,18.055
2016,Sep,24,9/24/2016,64,17.78,66,18.89,50,68,10,20,NA,12.08748905,268,2017,18.335,15,Open,15,352.4,352.4,0,1649.7,1.665,18.335
2016,Sep,25,9/25/2016,64,17.78,64,17.78,56,65,13.3,18.3,NA,12.03354897,269,2017,17.78,15.8,Open,15.8,350.4,350.4,0,1665.5,1.665,17.78
2016,Sep,26,9/26/2016,62,16.67,62,16.67,47,48,8.3,8.9,NA,11.97960693,270,2017,16.67,8.6,Open,8.6,339.3,339.3,0,1674.1,1.665,16.67
2016,Sep,27,9/27/2016,59,15,61,16.11,46,49,7.8,9.4,NA,11.92566852,271,2017,15.555,8.6,Open,8.6,327.65,327.65,0,1682.7,1.665,15.555
2016,Sep,28,9/28/2016,57,13.89,60,15.56,46,60,7.8,15.6,NA,11.87173942,272,2017,14.725,11.7,Open,11.7,320.75,320.75,0,1694.4,1.665,14.725
2016,Sep,29,9/29/2016,58,14.44,60,15.56,47,63,8.3,17.2,NA,11.81782537,273,2017,15,12.75,Open,12.75,313.5,313.5,0,1707.15,1.665,15
2016,Sep,30,9/30/2016,59,15,61,16.11,47,68,8.3,20,NA,11.76393224,274,2017,15.555,14.15,Open,14.15,310.95,310.95,0,1721.3,1.665,15.555
2016,Oct,1,10/1/2016,60,15.56,62,16.67,50,65,10,18.3,NA,11.71006602,275,2017,16.115,14.15,Open,14.15,310.9,310.9,0,1735.45,1.665,16.115
2016,Oct,2,10/2/2016,60,15.56,62,16.67,47,68,8.3,20,NA,11.65623282,276,2017,16.115,14.15,Open,14.15,308.95,308.95,0,1749.6,1.665,16.115
2016,Oct,3,10/3/2016,59,15,62,16.67,43,69,6.1,20.6,NA,11.60243892,277,2017,15.835,13.35,Open,13.35,304.8,304.8,0,1762.95,1.665,15.835
2016,Oct,4,10/4/2016,60,15.56,61,16.11,50,66,10,18.9,NA,11.54869075,278,2017,15.835,14.45,Open,14.45,302.05,302.05,0,1777.4,1.665,15.835
2016,Oct,5,10/5/2016,60,15.56,61,16.11,50,56,10,13.3,NA,11.49499495,279,2017,15.835,11.65,Open,11.65,300.1,300.1,0,1789.05,1.665,15.835
2016,Oct,6,10/6/2016,58,14.44,61,16.11,44,66,6.7,18.9,NA,11.44135833,280,2017,15.275,12.8,Open,12.8,298.15,298.15,0,1801.85,1.665,15.275
2016,Oct,7,10/7/2016,59,15,59,15,44,46,6.7,7.8,NA,11.38778795,281,2017,15,7.25,Open,7.25,287.9,287.9,0,1809.1,1.665,15
2016,Oct,8,10/8/2016,55,12.78,57,13.89,37,52,2.8,11.1,NA,11.33429108,282,2017,13.335,6.95,Open,6.95,277.95,277.95,0,1816.05,1.665,13.335
2016,Oct,9,10/9/2016,56,13.33,56,13.33,33,53,0.6,11.7,NA,11.28087524,283,2017,13.33,6.15,Open,6.15,267.15,267.15,0,1822.2,1.665,13.33
2016,Oct,10,10/10/2016,52,11.11,56,13.33,40,58,4.4,14.4,NA,11.22754822,284,2017,12.22,9.4,Open,9.4,258.2,258.2,0,1831.6,1.665,12.22
2016,Oct,11,10/11/2016,52,11.11,57,13.89,51,62,10.6,16.7,NA,11.1743181,285,2017,12.5,13.65,Open,13.65,257.45,257.45,0,1845.25,1.665,12.5
2016,Oct,12,10/12/2016,54,12.22,54,12.22,43,61,6.1,16.1,NA,11.12119325,286,2017,12.22,11.1,Open,11.1,252.45,252.45,0,1856.35,1.665,12.22
2016,Oct,13,10/13/2016,51,10.56,52,11.11,33,44,0.6,6.7,NA,11.06818235,287,2017,10.835,3.65,Open,3.65,239.45,239.45,0,1860,1.665,10.835
2016,Oct,14,10/14/2016,49,9.44,51,10.56,31,52,-0.6,11.1,NA,11.01529442,288,2017,10,5.25,Open,5.25,230.55,230.55,0,1865.25,1.665,10
2016,Oct,15,10/15/2016,52,11.11,53,11.67,37,60,2.8,15.6,NA,10.96253882,289,2017,11.39,9.2,Open,9.2,224.75,224.75,0,1874.45,1.665,11.39
2016,Oct,16,10/16/2016,52,11.11,56,13.33,41,65,5,18.3,NA,10.90992527,290,2017,12.22,11.65,Open,11.65,220.6,220.6,0,1886.1,1.665,12.22
2016,Oct,17,10/17/2016,54,12.22,56,13.33,47,63,8.3,17.2,NA,10.85746389,291,2017,12.775,12.75,Open,12.75,224.75,224.75,0,1898.85,1.665,12.775
2016,Oct,18,10/18/2016,55,12.78,56,13.33,48,61,8.9,16.1,NA,10.80516518,292,2017,13.055,12.5,Open,12.5,228.65,228.65,0,1911.35,1.665,13.055
2016,Oct,19,10/19/2016,53,11.67,54,12.22,40,58,4.4,14.4,NA,10.75304003,293,2017,11.945,9.4,Open,9.4,226.35,226.35,0,1920.75,1.665,11.945
2016,Oct,20,10/20/2016,52,11.11,52,11.11,38,44,3.3,6.7,NA,10.70109979,294,2017,11.11,5,Open,5,218.6,218.6,0,1925.75,1.665,11.11
2016,Oct,21,10/21/2016,51,10.56,51,10.56,36,44,2.2,6.7,NA,10.64935624,295,2017,10.56,4.45,Open,4.45,208.9,208.9,0,1930.2,1.665,10.56
2016,Oct,22,10/22/2016,50,10,52,11.11,34,56,1.1,13.3,NA,10.59782159,296,2017,10.555,7.2,Open,7.2,201.95,201.95,0,1937.4,1.665,10.555
2016,Oct,23,10/23/2016,50,10,51,10.56,37,49,2.8,9.4,NA,10.54650854,297,2017,10.28,6.1,Open,6.1,193.9,193.9,0,1943.5,1.665,10.28
2016,Oct,24,10/24/2016,49,9.44,49,9.44,31,50,-0.6,10,NA,10.49543028,298,2017,9.44,4.7,Open,4.7,185.25,185.25,0,1948.2,1.665,9.44
2016,Oct,25,10/25/2016,46,7.78,50,10,29,50,-1.7,10,NA,10.44460048,299,2017,8.89,4.15,Open,4.15,174.95,174.95,0,1952.35,1.665,8.89
2016,Oct,26,10/26/2016,46,7.78,50,10,34,39,1.1,3.9,NA,10.39403332,300,2017,8.89,2.5,Open,2.5,165.8,165.8,0,1954.85,1.665,8.89
2016,Oct,27,10/27/2016,45,7.22,48,8.89,34,40,1.1,4.4,NA,10.34374349,301,2017,8.055,2.75,Open,2.75,155.75,155.75,0,1957.6,1.665,8.055
2016,Oct,28,10/28/2016,45,7.22,45,7.22,34,53,1.1,11.7,NA,10.29374622,302,2017,7.22,6.4,Open,6.4,154.9,154.9,0,1964,1.665,7.22
2016,Oct,29,10/29/2016,48,8.89,48,8.89,40,53,4.4,11.7,NA,10.24405727,303,2017,8.89,8.05,Open,8.05,156,156,0,1972.05,1.665,8.89
2016,Oct,30,10/30/2016,46,7.78,48,8.89,34,47,1.1,8.3,NA,10.19469296,304,2017,8.335,4.7,Open,4.7,154.55,154.55,0,1976.75,1.665,8.335
2016,Oct,31,10/31/2016,45,7.22,47,8.33,32,51,0,10.6,NA,10.14567014,305,2017,7.775,5.3,Open,5.3,150.45,150.45,0,1982.05,1.665,7.775
2016,Nov,1,11/1/2016,48,8.89,51,10.56,47,61,8.3,16.1,NA,10.09700624,306,2017,9.725,12.2,Open,12.2,149,149,0,1994.25,1.665,9.725
2016,Nov,2,11/2/2016,46,7.78,50,10,32,58,0,14.4,NA,10.04871925,307,2017,8.89,7.2,Open,7.2,145.1,145.1,0,2001.45,1.665,8.89
2016,Nov,3,11/3/2016,48,8.89,50,10,40,54,4.4,12.2,NA,10.00082772,308,2017,9.445,8.3,Open,8.3,149.75,149.75,0,2009.75,1.665,9.445
2016,Nov,4,11/4/2016,47,8.33,48,8.89,31,61,-0.6,16.1,NA,9.953350777,309,2017,8.61,7.75,Open,7.75,152.25,152.25,0,2017.5,1.665,8.61
2016,Nov,5,11/5/2016,48,8.89,48,8.89,33,66,0.6,18.9,NA,9.906308105,310,2017,8.89,9.75,Open,9.75,152.8,152.8,0,2027.25,1.665,8.89
2016,Nov,6,11/6/2016,48,8.89,49,9.44,36,67,2.2,19.4,NA,9.859719965,311,2017,9.165,10.8,Open,10.8,151.95,151.95,0,2038.05,1.665,9.165
2016,Nov,7,11/7/2016,47,8.33,48,8.89,39,60,3.9,15.6,NA,9.813607178,312,2017,8.61,9.75,Open,9.75,148.95,148.95,0,2047.8,1.665,8.61
2016,Nov,8,11/8/2016,47,8.33,46,7.78,41,53,5,11.7,NA,9.767991119,313,2017,8.055,8.35,Open,8.35,144.8,144.8,0,2056.15,1.665,8.055
2016,Nov,9,11/9/2016,45,7.22,48,8.89,29,55,-1.7,12.8,NA,9.72289371,314,2017,8.055,5.55,Open,5.55,140.95,140.95,0,2061.7,1.665,8.055
2016,Nov,10,11/10/2016,45,7.22,47,8.33,41,62,5,16.7,NA,9.678337409,315,2017,7.775,10.85,Open,10.85,146.8,146.8,0,2072.55,1.665,7.775
2016,Nov,11,11/11/2016,44,6.67,44,6.67,34,42,1.1,5.6,NA,9.634345198,316,2017,6.67,3.35,Open,3.35,145.7,145.7,0,2075.9,1.665,6.67
2016,Nov,12,11/12/2016,40,4.44,44,6.67,26,49,-3.3,9.4,NA,9.590940564,317,2017,5.555,3.05,Open,3.05,141.55,141.55,0,2078.95,1.665,5.555
2016,Nov,13,11/13/2016,41,5,42,5.56,34,56,1.1,13.3,NA,9.548147482,318,2017,5.28,7.2,Open,7.2,142.65,142.65,0,2086.15,1.665,5.28
2016,Nov,14,11/14/2016,42,5.56,42,5.56,32,49,0,9.4,NA,9.505990392,319,2017,5.56,4.7,Open,4.7,142.65,142.65,0,2090.85,1.665,5.56
2016,Nov,15,11/15/2016,43,6.11,42,5.56,39,44,3.9,6.7,NA,9.464494174,320,2017,5.835,5.3,Open,5.3,143.8,143.8,0,2096.15,1.665,5.835
2016,Nov,16,11/16/2016,43,6.11,43,6.11,37,48,2.8,8.9,NA,9.423684122,321,2017,6.11,5.85,Open,5.85,147.15,147.15,0,2102,1.665,6.11
2016,Nov,17,11/17/2016,43,6.11,43,6.11,40,53,4.4,11.7,NA,9.383585911,322,2017,6.11,8.05,Open,8.05,152.45,152.45,0,2110.05,1.665,6.11
2016,Nov,18,11/18/2016,43,6.11,41.5,5.275,41,38.5,5,3.65,NA,9.344225562,323,2017,5.6925,4.325,Open,4.325,150.375,150.375,0,2114.375,1.665,5.6925
2016,Nov,19,11/19/2016,40,4.44,40,4.44,23,24,-5,-4.4,NA,9.305629407,324,2017,4.44,-4.7,Open,0,137.625,142.325,0,2114.375,1.665,4.44
2016,Nov,20,11/20/2016,36,2.22,34,1.11,23,26,-5,-3.3,NA,9.267824047,325,2017,1.665,-4.15,Open,0,128.775,137.625,0,2114.375,1.665,1.665
2016,Nov,21,11/21/2016,32,0,32,0,14,32,-10,0,NA,9.230836306,326,2017,0,-5,Ice,0,118.475,132.325,139,0,1.665,3.691887223
2016,Nov,22,11/22/2016,32,0,32,0,16,33,-8.9,0.6,NA,9.194693186,327,2017,0,-4.15,Ice,0,102.125,120.125,138,0,1.665,3.424721709
2016,Nov,23,11/23/2016,32,0,32,0,29,32,-1.7,0,NA,9.159421815,328,2017,0,-0.85,Ice,0,94.075,112.925,137,0,1.665,3.260428449
2016,Nov,24,11/24/2016,32,0,32,0,30,35,-1.1,1.7,NA,9.125049394,329,2017,0,0.3,Ice,0.3,86.075,104.925,136,0.3,1.665,3.084882222
2016,Nov,25,11/25/2016,32,0,32,0,31,33,-0.6,0.6,NA,9.091603136,330,2017,0,0,Ice,0,78.325,97.175,135,0.3,1.665,3.0072104
2016,Nov,26,11/26/2016,32,0,32,0,27,37,-2.8,2.8,NA,9.059110214,331,2017,0,0,Ice,0,68.575,87.425,134,0.3,1.665,3.079118001
2016,Nov,27,11/27/2016,32,0,32,0,26,36,-3.3,2.2,NA,9.027597689,332,2017,0,-0.55,Ice,0,57.225,76.625,133,0.3,1.665,3.240745355
2016,Nov,28,11/28/2016,32,0,32,0,32,40,0,4.4,NA,8.99709245,333,2017,0,2.2,Ice,2.2,49.675,69.075,132,2.5,1.665,3.201706794
2016,Nov,29,11/29/2016,32,0,32,0,33,40.5,0.6,4.7,NA,8.967621145,334,2017,0,2.65,Ice,2.65,43.975,63.375,131,5.15,1.665,3.081957164
2016,Nov,30,11/30/2016,32,0,32,0,31,41,-0.6,5,NA,8.93921011,335,2017,0,2.2,Ice,2.2,40.625,60.025,130,7.35,1.665,2.985584437
2016,Dec,1,12/1/2016,36,2.22,32,0,31,33,-0.6,0.6,NA,8.911885297,336,2017,1.11,0,Open,0,29.775,49.175,0,2114.375,1.665,1.11
2016,Dec,2,12/2/2016,32,0,32,0,26,30,-3.3,-1.1,NA,8.8856722,337,2017,0,-2.2,Ice,0,24.225,45.825,129,7.35,1.665,2.879883218
2016,Dec,3,12/3/2016,32,0,32,0,26,30,-3.3,-1.1,NA,8.860595782,338,2017,0,-2.2,Ice,0,18.975,42.775,128,7.35,1.665,2.834368211
2016,Dec,4,12/4/2016,32,0,32,0,24,28,-4.4,-2.2,NA,8.836680397,339,2017,0,-3.3,Ice,0,8.475,35.575,127,7.35,1.665,2.662088915
2016,Dec,5,12/5/2016,32,0,32,0,26,35,-3.3,1.7,NA,8.813949713,340,2017,0,-0.8,Ice,0,2.975,30.875,126,7.35,1.665,2.518935262
2016,Dec,6,12/6/2016,32,0,32,0,29,33,-1.7,0.6,NA,8.792426638,341,2017,0,-0.55,Ice,0,-2.875,25.575,125,7.35,1.665,2.332943582
2016,Dec,7,12/7/2016,32,0,32,0,15,30,-9.4,-1.1,NA,8.772133244,342,2017,0,-5.25,Ice,0,-13.975,19.725,124,7.35,1.665,2.110193931
2016,Dec,8,12/8/2016,32,0,32,0,13,27,-10.6,-2.8,NA,8.753090689,343,2017,0,-6.7,Ice,0,-28.725,11.675,123,7.35,1.665,1.877660944
2016,Dec,9,12/9/2016,32,0,32,0,9,21,-12.8,-6.1,NA,8.735319144,344,2017,0,-9.45,Ice,0,-42.5,7.35,122,7.35,1.665,1.74084864
2016,Dec,10,12/10/2016,32,0,32,0,4,11,-15.6,-11.7,NA,8.718837726,345,2017,0,-13.65,Ice,0,-51.45,7.35,121,7.35,1.665,1.750691055
2016,Dec,11,12/11/2016,32,0,32,0,1,18,-17.2,-7.8,NA,8.70366442,346,2017,0,-12.5,Ice,0,-59.8,7.35,120,7.35,1.665,1.735393952
2016,Dec,12,12/12/2016,32,0,32,0,8,22,-13.3,-5.6,NA,8.689816019,347,2017,0,-9.45,Ice,0,-64.25,7.35,119,7.35,1.665,1.721182539
2016,Dec,13,12/13/2016,32,0,32,0,-7,15,-21.7,-9.4,NA,8.677308057,348,2017,0,-15.55,Ice,0,-75.65,7.35,118,7.35,1.665,1.750875226
2016,Dec,14,12/14/2016,32,0,32,0,-7,4,-21.7,-15.6,NA,8.666154751,349,2017,0,-18.65,Ice,0,-93.45,7.35,117,7.35,1.665,1.738897732
2016,Dec,15,12/15/2016,32,0,32,0,-11,8,-23.9,-13.3,NA,8.656368944,350,2017,0,-18.6,Ice,0,-112.35,7.05,116,7.35,1.665,1.735192541
2016,Dec,16,12/16/2016,32,0,32,0,-11,11,-23.9,-11.7,NA,8.647962056,351,2017,0,-17.8,Ice,0,-130.15,7.05,115,7.35,1.665,1.750909356
2016,Dec,17,12/17/2016,32,0,32,0,1,15,-17.2,-9.4,NA,8.640944036,352,2017,0,-13.3,Ice,0,-143.45,7.05,114,7.35,1.665,1.770291339
2016,Dec,18,12/18/2016,32,0,32,0,-15,-2,-26.1,-18.9,NA,8.635323325,353,2017,0,-22.5,Ice,0,-165.4,7.05,113,7.35,1.665,1.766691976
2016,Dec,19,12/19/2016,32,0,32,0,-14,21,-25.6,-6.1,NA,8.631106818,354,2017,0,-15.85,Ice,0,-183.45,4.85,112,7.35,1.665,1.792092502
2016,Dec,20,12/20/2016,32,0,32,0,10,35,-12.2,1.7,NA,8.628299837,355,2017,0,-5.25,Ice,0,-191.35,2.2,111,7.35,1.665,1.719418246
2016,Dec,21,12/21/2016,32,0,32,0,13,31,-10.6,-0.6,NA,8.626906112,356,2017,0,-5.6,Ice,0,-199.15,0,110,7.35,1.665,1.6499449
2016,Dec,22,12/22/2016,32,0,32,0,18,34,-7.8,1.1,NA,8.626927761,357,2017,0,-3.35,Ice,0,-202.5,0,109,7.35,1.665,1.657883857
2016,Dec,23,12/23/2016,32,0,32,0,20,33,-6.7,0.6,NA,8.628365282,358,2017,0,-3.05,Ice,0,-203.35,0,108,7.35,1.665,1.659198319
2016,Dec,24,12/24/2016,32,0,32,0,21,34,-6.1,1.1,NA,8.631217553,359,2017,0,-2.5,Ice,0,-203.65,0,107,7.35,1.665,1.662791845
2016,Dec,25,12/25/2016,32,0,32,0,20,36,-6.65,2.2,NA,8.635481835,360,2017,0,-2.225,Ice,0,-202.575,0,106,7.35,1.665,1.668761039
2016,Dec,26,12/26/2016,32,0,32,0,19,38,-7.2,3.3,NA,8.641153784,361,2017,0,-1.95,Ice,0,-203.725,0,105,7.35,1.665,1.669014429
2016,Dec,27,12/27/2016,32,0,32,0,10,14,-12.2,-10,NA,8.648227469,362,2017,0,-11.1,Ice,0,-214.275,0,104,7.35,1.665,1.603477632
2016,Dec,28,12/28/2016,32,0,32,0,0,26,-17.8,-3.3,NA,8.656695394,363,2017,0,-10.55,Ice,0,-219.575,0,103,7.35,1.665,1.588364952
2016,Dec,29,12/29/2016,32,0,32,0,13,26,-10.6,-3.3,NA,8.666548533,364,2017,0,-6.95,Ice,0,-219.825,0,102,7.35,1.665,1.601618479
2016,Dec,30,12/30/2016,32,0,32,0,14,20,-10,-6.7,NA,8.677776361,365,2017,0,-8.35,Ice,0,-218.725,0,101,7.35,1.665,1.598333938
2016,Dec,31,12/31/2016,32,0,32,0,13,24,-10.6,-4.4,NA,8.690366903,366,2017,0,-7.5,Ice,0,-212.575,0,100,7.35,1.665,1.624411563
2017,Jan,1,1/1/2017,32,0,32,0,10,25,-12.2,-3.9,NA,8.694427946,1,2017,0,-8.05,Ice,0,-208.125,0,99,7.35,1.665,1.636875262
2017,Jan,2,1/2/2017,32,0,32,0,19,30,-7.2,-1.1,NA,8.708771771,2,2017,0,-4.15,Ice,0,-202.825,0,98,7.35,1.665,1.682362573
2017,Jan,3,1/3/2017,32,0,32,0,25,29,-3.9,-1.7,NA,8.724445488,3,2017,0,-2.8,Ice,0,-190.075,0,97,7.35,1.665,1.717263595
2017,Jan,4,1/4/2017,32,0,32,0,-6,20,-21.1,-6.7,NA,8.741432685,4,2017,0,-13.9,Ice,0,-185.325,0,96,7.35,1.665,1.710064252
2017,Jan,5,1/5/2017,32,0,32,0,-15,0,-26.1,-17.8,NA,8.759715735,5,2017,0,-21.95,Ice,0,-188.675,0,95,7.35,1.665,1.664175284
2017,Jan,6,1/6/2017,32,0,32,0,-15,2,-26.1,-16.7,NA,8.779275857,6,2017,0,-21.4,Ice,0,-192.275,0,94,7.35,1.665,1.669823388
2017,Jan,7,1/7/2017,32,0,32,0,-15,5,-26.1,-15,NA,8.800093191,7,2017,0,-20.55,Ice,0,-199.525,0,93,7.35,1.665,1.669644608
2017,Jan,8,1/8/2017,32,0,32,0,-6,10,-21.1,-12.2,NA,8.822146866,8,2017,0,-16.65,Ice,0,-193.675,0,92,7.35,1.665,1.719638473
2017,Jan,9,1/9/2017,32,0,32,0,-3,17,-19.4,-8.3,NA,8.845415073,9,2017,0,-13.85,Ice,0,-191.675,0,91,7.35,1.665,1.723004766
2017,Jan,10,1/10/2017,32,0,32,0,9,27,-12.8,-2.8,NA,8.869875142,10,2017,0,-7.8,Ice,0,-194.225,0,90,7.35,1.665,1.705594132
2017,Jan,11,1/11/2017,32,0,32,0,-1,23,-18.3,-5,NA,8.895503616,11,2017,0,-11.65,Ice,0,-200.275,0,89,7.35,1.665,1.698258263
2017,Jan,12,1/12/2017,32,0,32,0,-1,14,-18.3,-10,NA,8.922276327,12,2017,0,-14.15,Ice,0,-211.075,0,88,7.35,1.665,1.691700029
2017,Jan,13,1/13/2017,32,0,32,0,-19,8,-28.3,-13.3,NA,8.950168473,13,2017,0,-20.8,Ice,0,-228.825,0,87,7.35,1.665,1.612742388
2017,Jan,14,1/14/2017,32,0,32,0,-21,21,-29.4,-6.1,NA,8.979154697,14,2017,0,-17.75,Ice,0,-244.075,0,86,7.35,1.665,1.626329513
2017,Jan,15,1/15/2017,32,0,32,0,-12,27,-24.4,-2.8,NA,9.009209157,15,2017,0,-13.6,Ice,0,-255.45,0,85,7.35,1.665,1.633129146
2017,Jan,16,1/16/2017,32,0,32,0,-11,33,-23.9,0.6,NA,9.040305604,16,2017,0,-11.65,Ice,0,-265.15,0,84,7.35,1.665,1.634688323
2017,Jan,17,1/17/2017,32,0,32,0,15,39,-9.4,3.9,NA,9.072417453,17,2017,0,-2.75,Ice,0,-256.8,0,83,7.35,1.665,1.659649765
2017,Jan,18,1/18/2017,32,0,32,0,16,41,-8.9,5,NA,9.105517855,18,2017,0,-1.95,Ice,0,-248.2,0,82,7.35,1.665,1.662312853
2017,Jan,19,1/19/2017,32,0,32,0,25,43,-3.9,6.1,NA,9.139579766,19,2017,0,1.1,Ice,1.1,-240.15,1.1,81,8.45,1.665,1.661693078
2017,Jan,20,1/20/2017,32,0,32,0,26,38,-3.3,3.3,NA,9.174576011,20,2017,0,0,Ice,0,-231.8,1.1,80,8.45,1.665,1.679645129
2017,Jan,21,1/21/2017,32,0,32,0,31,36,-0.6,2.2,NA,9.210479353,21,2017,0,0.8,Ice,0.8,-223.5,1.9,79,9.25,1.665,1.695254525
2017,Jan,22,1/22/2017,32,0,32,0,32,35,0,1.7,NA,9.247262548,22,2017,0,0.85,Ice,0.85,-214.6,2.75,78,10.1,1.665,1.71783766
2017,Jan,23,1/23/2017,32,0,32,0,30,35,-1.1,1.7,NA,9.284898405,23,2017,0,0.3,Ice,0.3,-210.15,3.05,77,10.4,1.665,1.733457934
2017,Jan,24,1/24/2017,32,0,32,0,31,34,-0.6,1.1,NA,9.323359846,24,2017,0,0.25,Ice,0.25,-207.1,3.3,76,10.65,1.665,1.744251614
2017,Jan,25,1/25/2017,32,0,32,0,29,32,-1.7,0,NA,9.362619949,25,2017,0,-0.85,Ice,0,-194.05,3.3,75,10.65,1.665,1.77854684
2017,Jan,26,1/26/2017,32,0,32,0,23,30,-5,-1.1,NA,9.402652005,26,2017,0,-3.05,Ice,0,-175.15,3.3,74,10.65,1.665,1.785216068
2017,Jan,27,1/27/2017,32,0,32,0,18,31,-7.8,-0.6,NA,9.443429559,27,2017,0,-4.2,Ice,0,-157.95,3.3,73,10.65,1.665,1.756326563
2017,Jan,28,1/28/2017,32,0,32,0,18,25,-7.8,-3.9,NA,9.48492645,28,2017,0,-5.85,Ice,0,-143.25,3.3,72,10.65,1.665,1.719141918
2017,Jan,29,1/29/2017,32,0,32,0,15,22,-9.4,-5.6,NA,9.527116856,29,2017,0,-7.5,Ice,0,-134.1,3.3,71,10.65,1.665,1.6965957
2017,Jan,30,1/30/2017,32,0,32,0,-1,18,-18.3,-7.8,NA,9.569975323,30,2017,0,-13.05,Ice,0,-133.3,3.3,70,10.65,1.665,1.709226823
2017,Jan,31,1/31/2017,32,0,32,0,8,26,-13.3,-3.3,NA,9.613476802,31,2017,0,-8.3,Ice,0,-133.8,3.3,69,10.65,1.665,1.698868903
2017,Feb,1,2/1/2017,32,0,32,0,13,25,-10.6,-3.9,NA,9.657596673,32,2017,0,-7.25,Ice,0,-129.4,3.3,68,10.65,1.665,1.705175065
2017,Feb,2,2/2/2017,32,0,32,0,-4,14,-20,-10,NA,9.702310776,33,2017,0,-15,Ice,0,-130.25,3.3,67,10.65,1.665,1.728625003
2017,Feb,3,2/3/2017,32,0,32,0,-7,17,-21.7,-8.3,NA,9.747595429,34,2017,0,-15,Ice,0,-124.45,3.3,66,10.65,1.665,1.728669658
2017,Feb,4,2/4/2017,32,0,32,0,-4,22,-20,-5.6,NA,9.793427453,35,2017,0,-12.8,Ice,0,-119.5,3.3,65,10.65,1.665,1.718247357
2017,Feb,5,2/5/2017,32,0,32,0,4,22,-15.6,-5.6,NA,9.839784183,36,2017,0,-10.6,Ice,0,-116.5,3.3,64,10.65,1.665,1.707264973
2017,Feb,6,2/6/2017,32,0,32,0,8,29,-13.3,-1.7,NA,9.886643488,37,2017,0,-7.5,Ice,0,-112.35,3.3,63,10.65,1.665,1.718291982
2017,Feb,7,2/7/2017,32,0,32,0,15,24,-9.4,-4.4,NA,9.933983777,38,2017,0,-6.9,Ice,0,-116.5,3.3,62,10.65,1.665,1.727585909
2017,Feb,8,2/8/2017,32,0,32,0,6,12,-14.4,-11.1,NA,9.981784015,39,2017,0,-12.75,Ice,0,-127.3,3.3,61,10.65,1.665,1.739282191
2017,Feb,9,2/9/2017,32,0,32,0,-6,12,-21.1,-11.1,NA,10.03002372,40,2017,0,-16.1,Ice,0,-144.5,2.2,60,10.65,1.665,1.752802639
2017,Feb,10,2/10/2017,32,0,32,0,-6,33,-21.1,0.6,NA,10.07868299,41,2017,0,-10.25,Ice,0,-154.75,2.2,59,10.65,1.665,1.749610033
2017,Feb,11,2/11/2017,32,0,32,0,16,30,-8.9,-1.1,NA,10.12774246,42,2017,0,-5,Ice,0,-160.55,1.4,58,10.65,1.665,1.773767886
2017,Feb,12,2/12/2017,32,0,32,0,24,33,-4.4,0.6,NA,10.17718337,43,2017,0,-1.9,Ice,0,-163.3,0.55,57,10.65,1.665,1.77820094
